Код СЦ1,Код СЦ2,Distance
54,37,968
55,37,3672
56,37,341
57,37,434
58,37,390
1,38,862
2,38,969
3,38,1737
4,38,891
5,38,1531
6,38,1059
7,38,671
8,38,850
9,38,1845
10,38,1932
11,38,1568
12,38,832
13,38,232
14,38,1535
15,38,703
16,38,667
17,38,3400
18,38,879
19,38,624
20,38,872
21,38,269
22,38,1116
23,38,2837
24,38,1097
25,38,842
26,38,1379
27,38,920
28,38,872
29,38,865
30,38,902
31,38,604
32,38,751
33,38,311
34,38,809
35,38,1260
36,38,409
37,38,1203
38,38,0
39,38,577
40,38,1557
41,38,887
42,38,1014
43,38,1084
44,38,654
45,38,2810
46,38,1436
47,38,405
48,38,1063
49,38,2853
50,38,1297
51,38,878
52,38,894
53,38,811
54,38,455
55,38,2592
56,38,853
57,38,832
58,38,880
1,39,1439
2,39,1408
3,39,2260
4,39,1228
5,39,1899
6,39,1124
7,39,1191
8,39,1213
9,39,2367
10,39,1568
11,39,1936
12,39,1355
13,39,389
14,39,1903
15,39,1030
16,39,1010
17,39,3036
18,39,1237
19,39,388
20,39,1222
21,39,563
22,39,617
23,39,2473
24,39,1673
25,39,1210
26,39,1902
27,39,1261
28,39,1222
29,39,1276
30,39,1243
31,39,345
32,39,1327
33,39,886
34,39,292
35,39,1633
36,39,752
37,39,1614
38,39,577
39,39,0
40,39,2102
41,39,1216
42,39,751
43,39,1657
44,39,725
45,39,2455
46,39,961
47,39,186
48,39,1393
49,39,2498
50,39,1842
51,39,1222
52,39,1224
53,39,1091
54,39,1020
55,39,2237
56,39,1393
57,39,1171
58,39,1225
1,40,839
2,40,1280
3,40,189
4,40,1366
5,40,2034
6,40,1811
7,40,1214
8,40,1319
9,40,296
10,40,3332
11,40,2071
12,40,723
13,40,1722
14,40,2038
15,40,1610
16,40,1510
17,40,4800
18,40,1321
19,40,2019
20,40,1339
21,40,1523
22,40,2503
23,40,4237
24,40,954
25,40,1331
26,40,311
27,40,1362
28,40,1339
29,40,1307
30,40,1344
31,40,2004
32,40,947
33,40,1192
34,40,2299
35,40,1547
36,40,1516
37,40,1282
38,40,1557
39,40,2102
40,40,0
41,40,1351
42,40,2410
43,40,1049
44,40,1923
45,40,4206
46,40,2832
47,40,1914
48,40,1518
49,40,4249
50,40,266
51,40,1337
52,40,1358
53,40,1609
54,40,1102
55,40,3988
56,40,1160
57,40,1359
58,40,1336
1,41,526
2,41,203
3,41,1537
4,41,19
5,41,693
6,41,471
7,41,210
8,41,40
9,41,1645
10,41,2717
11,41,730
12,41,1000
13,41,836
14,41,697
15,41,305
16,41,205
17,41,4185
18,41,55
19,41,951
20,41,19
21,41,1095
22,41,1794
23,41,3622
24,41,691
25,41,45
26,41,1440
27,41,52
28,41,19
29,41,77
30,41,34
31,41,1364
32,41,491
33,41,659
34,41,1432
35,41,424
36,41,452
37,41,410
38,41,887
39,41,1216
40,41,1351
41,41,0
42,41,1806
43,41,572
44,41,1479
45,41,3602
46,41,2137
47,41,1079
48,41,186
49,41,3645
50,41,1097
51,41,34
52,41,17
53,41,274
54,41,856
55,41,3384
56,41,218
57,41,53
58,41,26
1,42,1789
2,42,1995
3,42,2596
4,42,1815
5,42,2486
6,42,1782
7,42,1686
8,42,1800
9,42,2703
10,42,918
11,42,2523
12,42,1691
13,42,976
14,42,2490
15,42,1712
16,42,1597
17,42,2386
18,42,1824
19,42,1052
20,42,1809
21,42,892
22,42,219
23,42,1823
24,42,2079
25,42,1797
26,42,2238
27,42,1848
28,42,1809
29,42,1863
30,42,1830
31,42,430
32,42,1678
33,42,1244
34,42,588
35,42,2220
36,42,1339
37,42,2095
38,42,1014
39,42,751
40,42,2410
41,42,1806
42,42,0
43,42,2010
44,42,730
45,42,1796
46,42,422
47,42,729
48,42,1977
49,42,1839
50,42,2155
51,42,1806
52,42,1807
53,42,1747
54,42,1312
55,42,1578
56,42,1867
57,42,1755
58,42,1809
1,43,258
2,43,404
3,43,1235
4,43,571
5,43,1237
6,43,1026
7,43,545
8,43,534
9,43,1343
10,43,2927
11,43,1274
12,43,815
13,43,1277
14,43,1241
15,43,837
16,43,737
17,43,4395
18,43,525
19,43,1523
20,43,550
21,43,1158
22,43,2099
23,43,3832
24,43,128
25,43,546
26,43,1139
27,43,566
28,43,550
29,43,503
30,43,547
31,43,1599
32,43,344
33,43,768
34,43,1854
35,43,521
36,43,983
37,43,255
38,43,1084
39,43,1657
40,43,1049
41,43,572
42,43,2010
43,43,0
44,43,1560
45,43,3802
46,43,2428
47,43,1516
48,43,726
49,43,3845
50,43,793
51,43,545
52,43,567
53,43,828
54,43,739
55,43,3584
56,43,370
57,43,578
58,43,549
1,44,1346
2,44,1566
3,44,2109
4,44,1488
5,44,2162
6,44,1635
7,44,1267
8,44,1447
9,44,2217
10,44,1634
11,44,2199
12,44,1193
13,44,723
14,44,2166
15,44,1350
16,44,1314
17,44,3102
18,44,1476
19,44,1001
20,44,1469
21,44,414
22,44,943
23,44,2539
24,44,1593
25,44,1439
26,44,1739
27,44,1517
28,44,1469
29,44,1462
30,44,1498
31,44,382
32,44,1259
33,44,825
34,44,885
35,44,1857
36,44,1056
37,44,1676
38,44,654
39,44,725
40,44,1923
41,44,1479
42,44,730
43,44,1560
44,44,0
45,44,2514
46,44,1140
47,44,560
48,44,1655
49,44,2557
50,44,1665
51,44,1469
52,44,1486
53,44,1450
54,44,820
55,44,2297
56,44,1445
57,44,1482
58,44,1471
1,45,3585
2,45,3791
3,45,4392
4,45,3610
5,45,4074
6,45,3422
7,45,3482
8,45,3596
9,45,4499
10,45,886
11,45,4081
12,45,3487
13,45,2772
14,45,4061
15,45,3352
16,45,3393
17,45,957
18,45,3619
19,45,2692
20,45,3605
21,45,2687
22,45,1839
23,45,473
24,45,3875
25,45,3593
26,45,4034
27,45,3643
28,45,3605
29,45,3659
30,45,3626
31,45,2226
32,45,3474
33,45,3040
34,45,2228
35,45,4016
36,45,3134
37,45,3890
38,45,2810
39,45,2455
40,45,4206
41,45,3602
42,45,1796
43,45,3802
44,45,2514
45,45,0
46,45,1499
47,45,2525
48,45,3773
49,45,408
50,45,3951
51,45,3602
52,45,3604
53,45,3386
54,45,3109
55,45,248
56,45,3663
57,45,3551
58,45,3605
1,46,2211
2,46,2311
3,46,3018
4,46,2146
5,46,2580
6,46,1928
7,46,2108
8,46,2160
9,46,3125
10,46,620
11,46,2587
12,46,2113
13,46,1293
14,46,2567
15,46,1858
16,46,1913
17,46,2088
18,46,2181
19,46,1198
20,46,2140
21,46,1313
22,46,345
23,46,1525
24,46,2501
25,46,2114
26,46,2659
27,46,2179
28,46,2140
29,46,2179
30,46,2161
31,46,852
32,46,2100
33,46,1666
34,46,734
35,46,2551
36,46,1655
37,46,2518
38,46,1436
39,46,961
40,46,2832
41,46,2137
42,46,422
43,46,2428
44,46,1140
45,46,1499
46,46,0
47,46,1044
48,46,2287
49,46,1542
50,46,2576
51,46,2148
52,46,2138
53,46,1892
54,46,1734
55,46,1281
56,46,2293
57,46,2070
58,46,2140
1,47,1299
2,47,1268
3,47,2100
4,47,1088
5,47,1759
6,47,1120
7,47,1052
8,47,1074
9,47,2207
10,47,1646
11,47,1796
12,47,1195
13,47,250
14,47,1763
15,47,928
16,47,870
17,47,3114
18,47,1097
19,47,457
20,47,1083
21,47,403
22,47,708
23,47,2551
24,47,1534
25,47,1071
26,47,1742
27,47,1121
28,47,1083
29,47,1136
30,47,1103
31,47,293
32,47,1188
33,47,714
34,47,476
35,47,1493
36,47,612
37,47,1475
38,47,405
39,47,186
40,47,1914
41,47,1079
42,47,729
43,47,1516
44,47,560
45,47,2525
46,47,1044
47,47,0
48,47,1250
49,47,2570
50,47,1643
51,47,1079
52,47,1081
53,47,1008
54,47,800
55,47,2309
56,47,1250
57,47,1028
58,47,1082
1,48,692
2,48,352
3,48,1704
4,48,177
5,48,519
6,48,509
7,48,386
8,48,216
9,48,1811
10,48,2894
11,48,556
12,48,1166
13,48,1013
14,48,523
15,48,482
16,48,382
17,48,4362
18,48,203
19,48,1108
20,48,180
21,48,1271
22,48,1951
23,48,3799
24,48,847
25,48,221
26,48,1607
27,48,175
28,48,180
29,48,233
30,48,182
31,48,1541
32,48,658
33,48,835
34,48,1589
35,48,431
36,48,629
37,48,558
38,48,1063
39,48,1393
40,48,1518
41,48,186
42,48,1977
43,48,726
44,48,1655
45,48,3773
46,48,2287
47,48,1250
48,48,0
49,48,3813
50,48,1261
51,48,189
52,48,169
53,48,328
54,48,1027
55,48,3552
56,48,371
57,48,224
58,48,180
1,49,3628
2,49,3834
3,49,4435
4,49,3653
5,49,4117
6,49,3465
7,49,3525
8,49,3639
9,49,4542
10,49,929
11,49,4124
12,49,3530
13,49,2815
14,49,4104
15,49,3395
16,49,3436
17,49,570
18,49,3662
19,49,2735
20,49,3648
21,49,2730
22,49,1882
23,49,234
24,49,3918
25,49,3636
26,49,4077
27,49,3686
28,49,3648
29,49,3702
30,49,3669
31,49,2269
32,49,3517
33,49,3083
34,49,2271
35,49,4059
36,49,3177
37,49,3933
38,49,2853
39,49,2498
40,49,4249
41,49,3645
42,49,1839
43,49,3845
44,49,2557
45,49,408
46,49,1542
47,49,2570
48,49,3813
49,49,0
50,49,3996
51,49,3647
52,49,3649
53,49,3431
54,49,3154
55,49,266
56,49,3709
57,49,3596
58,49,3651
1,50,579
2,50,1020
3,50,452
4,50,1105
5,50,1773
6,50,1551
7,50,954
8,50,1059
9,50,560
10,50,3072
11,50,1810
12,50,463
13,50,1462
14,50,1777
15,50,1350
16,50,1250
17,50,4540
18,50,1061
19,50,1759
20,50,1079
21,50,1263
22,50,2243
23,50,3977
24,50,694
25,50,1071
26,50,356
27,50,1102
28,50,1079
29,50,1047
30,50,1084
31,50,1744
32,50,686
33,50,932
34,50,2038
35,50,1287
36,50,1256
37,50,1022
38,50,1297
39,50,1842
40,50,266
41,50,1097
42,50,2155
43,50,793
44,50,1665
45,50,3951
46,50,2576
47,50,1643
48,50,1261
49,50,3996
50,50,0
51,50,1074
52,50,1095
53,50,1345
54,50,839
55,50,3724
56,50,897
57,50,1096
58,50,1073
1,51,512
2,51,171
3,51,1523
4,51,35
5,51,701
6,51,489
7,51,201
8,51,30
9,51,1631
10,51,2723
11,51,738
12,51,986
13,51,842
14,51,705
15,51,311
16,51,211
17,51,4190
18,51,22
19,51,969
20,51,14
21,51,1085
22,51,1812
23,51,3628
24,51,666
25,51,36
26,51,1427
27,51,37
28,51,14
29,51,52
30,51,20
31,51,1370
32,51,477
33,51,649
34,51,1449
35,51,396
36,51,457
37,51,377
38,51,878
39,51,1222
40,51,1337
41,51,34
42,51,1806
43,51,545
44,51,1469
45,51,3602
46,51,2148
47,51,1079
48,51,189
49,51,3647
50,51,1074
51,51,0
52,51,24
53,51,287
54,51,835
55,51,3385
56,51,183
57,51,55
58,51,14
1,52,533
2,52,193
3,52,1544
4,52,8
5,52,681
6,52,478
7,52,217
8,52,47
9,52,1652
10,52,2725
11,52,718
12,52,1007
13,52,844
14,52,685
15,52,312
16,52,213
17,52,4192
18,52,44
19,52,959
20,52,14
21,52,1102
22,52,1801
23,52,3630
24,52,688
25,52,52
26,52,1448
27,52,42
28,52,14
29,52,74
30,52,24
31,52,1371
32,52,498
33,52,666
34,52,1439
35,52,414
36,52,459
37,52,399
38,52,894
39,52,1224
40,52,1358
41,52,17
42,52,1807
43,52,567
44,52,1486
45,52,3604
46,52,2138
47,52,1081
48,52,169
49,52,3649
50,52,1095
51,52,24
52,52,0
53,52,278
54,52,860
55,52,3387
56,52,210
57,52,57
58,52,19
1,53,783
2,53,467
3,53,1795
4,53,283
5,53,835
6,53,203
7,53,481
8,53,297
9,53,1902
10,53,2507
11,53,812
12,53,1257
13,53,820
14,53,791
15,53,133
16,53,239
17,53,3975
18,53,319
19,53,713
20,53,277
21,53,1066
22,53,1556
23,53,3412
24,53,949
25,53,303
26,53,1698
27,53,316
28,53,277
29,53,335
30,53,298
31,53,1299
32,53,748
33,53,804
34,53,1193
35,53,688
36,53,401
37,53,674
38,53,811
39,53,1091
40,53,1609
41,53,274
42,53,1747
43,53,828
44,53,1450
45,53,3386
46,53,1892
47,53,1008
48,53,328
49,53,3431
50,53,1345
51,53,287
52,53,278
53,53,0
54,53,996
55,53,3170
56,53,471
57,53,307
58,53,279
1,54,525
2,54,866
3,54,1288
4,54,865
5,54,1539
6,54,1197
7,54,644
8,54,825
9,54,1396
10,54,2230
11,54,1576
12,54,383
13,54,679
14,54,1543
15,54,865
16,54,775
17,54,3697
18,54,827
19,54,1071
20,54,846
21,54,418
22,54,1401
23,54,3135
24,54,772
25,54,816
26,54,930
27,54,868
28,54,846
29,54,813
30,54,850
31,54,902
32,54,509
33,54,235
34,54,1255
35,54,1208
36,54,614
37,54,968
38,54,455
39,54,1020
40,54,1102
41,54,856
42,54,1312
43,54,739
44,54,820
45,54,3109
46,54,1734
47,54,800
48,54,1027
49,54,3154
50,54,839
51,54,835
52,54,860
53,54,996
54,54,0
55,54,2886
56,54,742
57,54,860
58,54,848
1,55,3367
2,55,3573
3,55,4174
4,55,3392
5,55,3856
6,55,3204
7,55,3264
8,55,3378
9,55,4281
10,55,668
11,55,3863
12,55,3269
13,55,2554
14,55,3843
15,55,3134
16,55,3175
17,55,809
18,55,3402
19,55,2474
20,55,3387
21,55,2470
22,55,1621
23,55,247
24,55,3657
25,55,3375
26,55,3816
27,55,3426
28,55,3387
29,55,3441
30,55,3408
31,55,2008
32,55,3256
33,55,2822
34,55,2010
35,55,3798
36,55,2916
37,55,3672
38,55,2592
39,55,2237
40,55,3988
41,55,3384
42,55,1578
43,55,3584
44,55,2297
45,55,248
46,55,1281
47,55,2309
48,55,3552
49,55,266
50,55,3724
51,55,3385
52,55,3387
53,55,3170
54,55,2886
55,55,0
56,55,3444
57,55,3332
58,55,3386
1,56,335
2,56,135
3,56,1346
4,56,217
5,56,883
6,56,672
7,56,182
8,56,180
9,56,1454
10,56,2784
11,56,920
12,56,882
13,56,1013
14,56,887
15,56,482
16,56,382
17,56,4252
18,56,171
19,56,1169
20,56,196
21,56,1061
22,56,1956
23,56,3689
24,56,491
25,56,191
26,56,1250
27,56,212
28,56,196
29,56,149
30,56,193
31,56,1456
32,56,300
33,56,625
34,56,1590
35,56,499
36,56,629
37,56,341
38,56,853
39,56,1393
40,56,1160
41,56,218
42,56,1867
43,56,370
44,56,1445
45,56,3663
46,56,2293
47,56,1250
48,56,371
49,56,3709
50,56,897
51,56,183
52,56,210
53,56,471
54,56,742
55,56,3444
56,56,0
57,56,223
58,56,194
1,57,534
2,57,228
3,57,1545
4,57,62
5,57,736
6,57,508
7,57,214
8,57,48
9,57,1653
10,57,2672
11,57,773
12,57,1008
13,57,791
14,57,740
15,57,260
16,57,160
17,57,4140
18,57,71
19,57,946
20,57,57
21,57,1098
22,57,1734
23,57,3577
24,57,699
25,57,53
26,57,1448
27,57,95
28,57,57
29,57,85
30,57,77
31,57,1319
32,57,499
33,57,662
34,57,1367
35,57,467
36,57,407
37,57,434
38,57,832
39,57,1171
40,57,1359
41,57,53
42,57,1755
43,57,578
44,57,1482
45,57,3551
46,57,2070
47,57,1028
48,57,224
49,57,3596
50,57,1096
51,57,55
52,57,57
53,57,307
54,57,860
55,57,3332
56,57,223
57,57,0
58,57,58
1,58,511
2,58,184
3,58,1523
4,58,26
5,58,692
6,58,480
7,58,203
8,58,34
9,58,1630
10,58,2726
11,58,729
12,58,985
13,58,845
14,58,696
15,58,314
16,58,214
17,58,4194
18,58,35
19,58,961
20,58,0
21,58,1087
22,58,1803
23,58,3631
24,58,670
25,58,38
26,58,1426
27,58,40
28,58,0
29,58,56
30,58,22
31,58,1373
32,58,476
33,58,651
34,58,1441
35,58,404
36,58,461
37,58,390
38,58,880
39,58,1225
40,58,1336
41,58,26
42,58,1809
43,58,549
44,58,1471
45,58,3605
46,58,2140
47,58,1082
48,58,180
49,58,3651
50,58,1073
51,58,14
52,58,19
53,58,279
54,58,848
55,58,3386
56,58,194
57,58,58
58,58,0
106-4-1,106-4-1,0
1,106-4-1,538
106-4-1,1,538
2,106-4-1,198
106-4-1,2,198
3,106-4-1,1550
106-4-1,3,1550
4,106-4-1,0
106-4-1,4,0
5,106-4-1,677
106-4-1,5,677
6,106-4-1,483
106-4-1,6,483
7,106-4-1,221
106-4-1,7,221
8,106-4-1,51
106-4-1,8,51
9,106-4-1,1656
106-4-1,9,1656
10,106-4-1,2732
106-4-1,10,2732
11,106-4-1,728
106-4-1,11,728
12,106-4-1,1011
106-4-1,12,1011
13,106-4-1,850
106-4-1,13,850
14,106-4-1,694
106-4-1,14,694
15,106-4-1,316
106-4-1,15,316
16,106-4-1,216
106-4-1,16,216
17,106-4-1,4161
106-4-1,17,4161
18,106-4-1,52
106-4-1,18,52
19,106-4-1,964
106-4-1,19,964
20,106-4-1,26
106-4-1,20,26
21,106-4-1,1104
106-4-1,21,1104
22,106-4-1,1808
106-4-1,22,1808
23,106-4-1,3634
106-4-1,23,3634
24,106-4-1,693
106-4-1,24,693
25,106-4-1,51
106-4-1,25,51
26,106-4-1,1446
106-4-1,26,1446
27,106-4-1,47
106-4-1,27,47
28,106-4-1,26
106-4-1,28,26
29,106-4-1,81
106-4-1,29,81
30,106-4-1,27
106-4-1,30,27
31,106-4-1,1377
106-4-1,31,1377
32,106-4-1,502
106-4-1,32,502
33,106-4-1,668
106-4-1,33,668
34,106-4-1,1444
106-4-1,34,1444
35,106-4-1,418
106-4-1,35,418
36,106-4-1,464
106-4-1,36,464
37,106-4-1,406
106-4-1,37,406
38,106-4-1,891
106-4-1,38,891
39,106-4-1,1228
106-4-1,39,1228
40,106-4-1,1366
106-4-1,40,1366
41,106-4-1,19
106-4-1,41,19
42,106-4-1,1815
106-4-1,42,1815
43,106-4-1,571
106-4-1,43,571
44,106-4-1,1488
106-4-1,44,1488
45,106-4-1,3610
106-4-1,45,3610
46,106-4-1,2146
106-4-1,46,2146
47,106-4-1,1088
106-4-1,47,1088
48,106-4-1,177
106-4-1,48,177
49,106-4-1,3653
106-4-1,49,3653
50,106-4-1,1105
106-4-1,50,1105
51,106-4-1,35
106-4-1,51,35
52,106-4-1,8
106-4-1,52,8
53,106-4-1,283
106-4-1,53,283
54,106-4-1,865
106-4-1,54,865
55,106-4-1,3392
106-4-1,55,3392
56,106-4-1,217
106-4-1,56,217
57,106-4-1,62
106-4-1,57,62
58,106-4-1,26
106-4-1,58,26
106-4-1,106-4-1,0
106-4-1,106-4-1,0
106-4-1,106-4-2,0
106-4-2,106-4-1,0
106-4-1,107-4-1,0
107-4-1,106-4-1,0
106-4-1,107-4-2,0
107-4-2,106-4-1,0
106-4-1,110-8-1,51
110-8-1,106-4-1,51
106-4-1,110-8-2,51
110-8-2,106-4-1,51
106-4-1,110-41-1,19
110-41-1,106-4-1,19
106-4-1,110-41-2,19
110-41-2,106-4-1,19
106-4-1,110-51-1,35
110-51-1,106-4-1,35
106-4-1,110-51-2,35
110-51-2,106-4-1,35
106-4-2,106-4-2,0
1,106-4-2,538
106-4-2,1,538
2,106-4-2,198
106-4-2,2,198
3,106-4-2,1550
106-4-2,3,1550
4,106-4-2,0
106-4-2,4,0
5,106-4-2,677
106-4-2,5,677
6,106-4-2,483
106-4-2,6,483
7,106-4-2,221
106-4-2,7,221
8,106-4-2,51
106-4-2,8,51
9,106-4-2,1656
106-4-2,9,1656
10,106-4-2,2732
106-4-2,10,2732
11,106-4-2,728
106-4-2,11,728
12,106-4-2,1011
106-4-2,12,1011
13,106-4-2,850
106-4-2,13,850
14,106-4-2,694
106-4-2,14,694
15,106-4-2,316
106-4-2,15,316
16,106-4-2,216
106-4-2,16,216
17,106-4-2,4161
106-4-2,17,4161
18,106-4-2,52
106-4-2,18,52
19,106-4-2,964
106-4-2,19,964
20,106-4-2,26
106-4-2,20,26
21,106-4-2,1104
106-4-2,21,1104
22,106-4-2,1808
106-4-2,22,1808
23,106-4-2,3634
106-4-2,23,3634
24,106-4-2,693
106-4-2,24,693
25,106-4-2,51
106-4-2,25,51
26,106-4-2,1446
106-4-2,26,1446
27,106-4-2,47
106-4-2,27,47
28,106-4-2,26
106-4-2,28,26
29,106-4-2,81
106-4-2,29,81
30,106-4-2,27
106-4-2,30,27
31,106-4-2,1377
106-4-2,31,1377
32,106-4-2,502
106-4-2,32,502
33,106-4-2,668
106-4-2,33,668
34,106-4-2,1444
106-4-2,34,1444
35,106-4-2,418
106-4-2,35,418
36,106-4-2,464
106-4-2,36,464
37,106-4-2,406
106-4-2,37,406
38,106-4-2,891
106-4-2,38,891
39,106-4-2,1228
106-4-2,39,1228
40,106-4-2,1366
106-4-2,40,1366
41,106-4-2,19
106-4-2,41,19
42,106-4-2,1815
106-4-2,42,1815
43,106-4-2,571
106-4-2,43,571
44,106-4-2,1488
106-4-2,44,1488
45,106-4-2,3610
106-4-2,45,3610
46,106-4-2,2146
106-4-2,46,2146
47,106-4-2,1088
106-4-2,47,1088
48,106-4-2,177
106-4-2,48,177
49,106-4-2,3653
106-4-2,49,3653
50,106-4-2,1105
106-4-2,50,1105
51,106-4-2,35
106-4-2,51,35
52,106-4-2,8
106-4-2,52,8
53,106-4-2,283
106-4-2,53,283
54,106-4-2,865
106-4-2,54,865
55,106-4-2,3392
106-4-2,55,3392
56,106-4-2,217
106-4-2,56,217
57,106-4-2,62
106-4-2,57,62
58,106-4-2,26
106-4-2,58,26
106-4-2,106-4-1,0
106-4-1,106-4-2,0
106-4-2,106-4-2,0
106-4-2,106-4-2,0
106-4-2,107-4-1,0
107-4-1,106-4-2,0
106-4-2,107-4-2,0
107-4-2,106-4-2,0
106-4-2,110-8-1,51
110-8-1,106-4-2,51
106-4-2,110-8-2,51
110-8-2,106-4-2,51
106-4-2,110-41-1,19
110-41-1,106-4-2,19
106-4-2,110-41-2,19
110-41-2,106-4-2,19
106-4-2,110-51-1,35
110-51-1,106-4-2,35
106-4-2,110-51-2,35
110-51-2,106-4-2,35
107-4-1,107-4-1,0
1,107-4-1,538
107-4-1,1,538
2,107-4-1,198
107-4-1,2,198
3,107-4-1,1550
107-4-1,3,1550
4,107-4-1,0
107-4-1,4,0
5,107-4-1,677
107-4-1,5,677
6,107-4-1,483
107-4-1,6,483
7,107-4-1,221
107-4-1,7,221
8,107-4-1,51
107-4-1,8,51
9,107-4-1,1656
107-4-1,9,1656
10,107-4-1,2732
107-4-1,10,2732
11,107-4-1,728
107-4-1,11,728
12,107-4-1,1011
107-4-1,12,1011
13,107-4-1,850
107-4-1,13,850
14,107-4-1,694
107-4-1,14,694
15,107-4-1,316
107-4-1,15,316
16,107-4-1,216
107-4-1,16,216
17,107-4-1,4161
107-4-1,17,4161
18,107-4-1,52
107-4-1,18,52
19,107-4-1,964
107-4-1,19,964
20,107-4-1,26
107-4-1,20,26
21,107-4-1,1104
107-4-1,21,1104
22,107-4-1,1808
107-4-1,22,1808
23,107-4-1,3634
107-4-1,23,3634
24,107-4-1,693
107-4-1,24,693
25,107-4-1,51
107-4-1,25,51
26,107-4-1,1446
107-4-1,26,1446
27,107-4-1,47
107-4-1,27,47
28,107-4-1,26
107-4-1,28,26
29,107-4-1,81
107-4-1,29,81
30,107-4-1,27
107-4-1,30,27
31,107-4-1,1377
107-4-1,31,1377
32,107-4-1,502
107-4-1,32,502
33,107-4-1,668
107-4-1,33,668
34,107-4-1,1444
107-4-1,34,1444
35,107-4-1,418
107-4-1,35,418
36,107-4-1,464
107-4-1,36,464
37,107-4-1,406
107-4-1,37,406
38,107-4-1,891
107-4-1,38,891
39,107-4-1,1228
107-4-1,39,1228
40,107-4-1,1366
107-4-1,40,1366
41,107-4-1,19
107-4-1,41,19
42,107-4-1,1815
107-4-1,42,1815
43,107-4-1,571
107-4-1,43,571
44,107-4-1,1488
107-4-1,44,1488
45,107-4-1,3610
107-4-1,45,3610
46,107-4-1,2146
107-4-1,46,2146
47,107-4-1,1088
107-4-1,47,1088
48,107-4-1,177
107-4-1,48,177
49,107-4-1,3653
107-4-1,49,3653
50,107-4-1,1105
107-4-1,50,1105
51,107-4-1,35
107-4-1,51,35
52,107-4-1,8
107-4-1,52,8
53,107-4-1,283
107-4-1,53,283
54,107-4-1,865
107-4-1,54,865
55,107-4-1,3392
107-4-1,55,3392
56,107-4-1,217
107-4-1,56,217
57,107-4-1,62
107-4-1,57,62
58,107-4-1,26
107-4-1,58,26
107-4-1,106-4-1,0
106-4-1,107-4-1,0
107-4-1,106-4-2,0
106-4-2,107-4-1,0
107-4-1,107-4-1,0
107-4-1,107-4-1,0
107-4-1,107-4-2,0
107-4-2,107-4-1,0
107-4-1,110-8-1,51
110-8-1,107-4-1,51
107-4-1,110-8-2,51
110-8-2,107-4-1,51
107-4-1,110-41-1,19
110-41-1,107-4-1,19
107-4-1,110-41-2,19
110-41-2,107-4-1,19
107-4-1,110-51-1,35
110-51-1,107-4-1,35
107-4-1,110-51-2,35
110-51-2,107-4-1,35
107-4-2,107-4-2,0
1,107-4-2,538
107-4-2,1,538
2,107-4-2,198
107-4-2,2,198
3,107-4-2,1550
107-4-2,3,1550
4,107-4-2,0
107-4-2,4,0
5,107-4-2,677
107-4-2,5,677
6,107-4-2,483
107-4-2,6,483
7,107-4-2,221
107-4-2,7,221
8,107-4-2,51
107-4-2,8,51
9,107-4-2,1656
107-4-2,9,1656
10,107-4-2,2732
107-4-2,10,2732
11,107-4-2,728
107-4-2,11,728
12,107-4-2,1011
107-4-2,12,1011
13,107-4-2,850
107-4-2,13,850
14,107-4-2,694
107-4-2,14,694
15,107-4-2,316
107-4-2,15,316
16,107-4-2,216
107-4-2,16,216
17,107-4-2,4161
107-4-2,17,4161
18,107-4-2,52
107-4-2,18,52
19,107-4-2,964
107-4-2,19,964
20,107-4-2,26
107-4-2,20,26
21,107-4-2,1104
107-4-2,21,1104
22,107-4-2,1808
107-4-2,22,1808
23,107-4-2,3634
107-4-2,23,3634
24,107-4-2,693
107-4-2,24,693
25,107-4-2,51
107-4-2,25,51
26,107-4-2,1446
107-4-2,26,1446
27,107-4-2,47
107-4-2,27,47
28,107-4-2,26
107-4-2,28,26
29,107-4-2,81
107-4-2,29,81
30,107-4-2,27
107-4-2,30,27
31,107-4-2,1377
107-4-2,31,1377
32,107-4-2,502
107-4-2,32,502
33,107-4-2,668
107-4-2,33,668
34,107-4-2,1444
107-4-2,34,1444
35,107-4-2,418
107-4-2,35,418
36,107-4-2,464
107-4-2,36,464
37,107-4-2,406
107-4-2,37,406
38,107-4-2,891
107-4-2,38,891
39,107-4-2,1228
107-4-2,39,1228
40,107-4-2,1366
107-4-2,40,1366
41,107-4-2,19
107-4-2,41,19
42,107-4-2,1815
107-4-2,42,1815
43,107-4-2,571
107-4-2,43,571
44,107-4-2,1488
107-4-2,44,1488
45,107-4-2,3610
107-4-2,45,3610
46,107-4-2,2146
107-4-2,46,2146
47,107-4-2,1088
107-4-2,47,1088
48,107-4-2,177
107-4-2,48,177
49,107-4-2,3653
107-4-2,49,3653
50,107-4-2,1105
107-4-2,50,1105
51,107-4-2,35
107-4-2,51,35
52,107-4-2,8
107-4-2,52,8
53,107-4-2,283
107-4-2,53,283
54,107-4-2,865
107-4-2,54,865
55,107-4-2,3392
107-4-2,55,3392
56,107-4-2,217
107-4-2,56,217
57,107-4-2,62
107-4-2,57,62
58,107-4-2,26
107-4-2,58,26
107-4-2,106-4-1,0
106-4-1,107-4-2,0
107-4-2,106-4-2,0
106-4-2,107-4-2,0
107-4-2,107-4-1,0
107-4-1,107-4-2,0
107-4-2,107-4-2,0
107-4-2,107-4-2,0
107-4-2,110-8-1,51
110-8-1,107-4-2,51
107-4-2,110-8-2,51
110-8-2,107-4-2,51
107-4-2,110-41-1,19
110-41-1,107-4-2,19
107-4-2,110-41-2,19
